address,info,link,name
東京都世田谷区北沢2-31-9 2F,下北沢・虹色CURRY食堂の石鍋チーズキーマカレーを紹介。ここで問題。東北サファリパークのペンギンは何で話題？,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1318%2FA131802%2F13244103%2F,虹色CURRY食堂
東京都渋谷区神宮前3-25-18 THE SHARE,東京・原宿、生カルボナーラ専門店の削りたて！！たっぷりチーズとベーコンの生カルボナーラを紹介。ここで問題。イタリアのエミリア・ロマーニャ州には何専用ビーチがある？正解は犬専用。相葉が正解し、生カルボナーラを食べた。,,生カルボナーラ専門店
東京都足立区千住3-92 北千住マルイ,ご褒美は、9月にオープンした北千住のHANAMOEGIのダブルハンブルグ。ここで問題。牛に何をするとライオンに食べられなくなる？正解は、お尻に目を描く。松本が正解し、ダブルハンブルグを食べた。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1324%2FA132402%2F13250447%2F,HANAMOEGI
東京都港区赤坂3-12-7,「ピッチャーが頭を冷やすために入れたのは何？」というクイズが出題。正解は「凍らせたキャベツ」。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1308%2FA130801%2F13002835%2F,本格韓国料理 チョンギワ新館
東京都港区赤坂3-12-7,「ピッチャーが頭を冷やすために入れたのは何？」というクイズが出題。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1308%2FA130801%2F13002835%2F,本格韓国料理 チョンギワ新館
東京都豊島区北大塚2-7-9 第33東京ビルディングB1,「ペルシャ語『あなたのレバーをいただきます』→？」というクイズが出題。正解は「あなたのことが好き」。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1323%2FA132302%2F13030867%2F,東京苑
東京都渋谷区道玄坂2-9-10 松本ビル2F,「店主が10年以上抱えている悩みとは？」というクイズが出題。正解は「わさびが高い」。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1303%2FA130301%2F13007287%2F,吟味焼肉 じゃんか 道玄坂
東京都豊島区池袋2-42-8 幸運館ビル1F,「おたる水族館で毎年秋に行われるトドショー キャッチコピーが『？は？』」というクイズが出題。正解は「鮭は飲み物。」。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1305%2FA130501%2F13223419%2F,小樽焼肉ぶいぶい
東京都渋谷区恵比寿南1-16-11 ABC WACOビル3F,「韓国では物事がスッキリした時に『あ～？だ！』と言う 一体何？」というクイズが出題。正解は「サイダー」。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1303%2FA130302%2F13009624%2F,喜福世
東京都港区西麻布3-13-14,「下仁田ねぎ祭りのメインイベントは何？」というクイズが出題。正解は「ねぎまを焼く」。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1307%2FA130703%2F13242515%2F,焼肉うし松
東京都北区赤羽西1-6-1,「このお店 中華料理店なのにマネキンが置いてある それは一体なぜでしょう？」という問題。櫻井はnews zeroでやった気がするとコメント。おそらく前からあるわけではないという櫻井のヒントに、ラウールが「密を避ける」と答えて正解した。来店客のソーシャルディスタンス確保のために客席にマネキンを座らせる取り組みを行っているという。松本は最終問題に行く前の自分にあんまり調子乗んなよって言ってやりたいと話した。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1323%2FA132305%2F13028616%2F,麒麟菜館
東京都北区赤羽西1-6-1,町中華デスマッチ続いては、見た目も触感も楽しい カタ焼きそば。 東京・赤羽の麒麟菜館の店主・竹峰正人さんは、パリパリの麺ととろとろのあん、あんが染みた麺の3つの食感が楽しめるとコメントしたのはチンジャオロース包み焼きそば。「このお店 中華料理店なのにマネキンが置いてある それは一体なぜでしょう？」という問題が出題された。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1323%2FA132305%2F13028616%2F,麒麟菜館
東京都品川区大井1-55-5,続いては、絶品 ナスラーメン。東京・大井町の金門飯店にある名物のナスラーメンは、宴会をやっていたお客様がナシうま煮をラーメンにかけたら美味しいのではとかけてみたら評判がよく名物料理となったという。「ラーメンの丼に描かれているこの模様が表していると言われるものは一体何？」という問題が出題された。正解は雷。高貴な人々の陶器などにあしらわれていたという。正解した相葉は金門飯店のナスラーメンを食べ、俺の好きなやつだとコメントしていた。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1315%2FA131501%2F13223758%2F,金門飯店
東京都千代田区神田駿河台3-2-6,町中華デスマッチ 続いては、チャーシューエッグ。東京・神田の新御茶ノ水 萬龍。豚肩ロースと豚バラ肉を沸騰させないように下茹でしてからオリジナルの甘辛ダレでさらに1時間煮込む。冷蔵庫で半日寝かせれば味がしみたチャーシューの完成。これを分厚くカットしあえて焦げ目を付け、最後に目玉焼きを乗せれば、チャーシューエッグが完成。「2014年 JR御茶ノ水駅では開業110周年を記念し改札前にあるものが置かれた それは一体何？」という問題が出題され、二宮が「お茶と水」と答え一発で正解した。正解した二宮がチャーシューエッグを食べ「ビール」と一言。完全につまみなどとコメントした。,,新御茶ノ水 萬龍
神奈川県横浜市中区山下町126,店主の魏賢民さんはテレビ取材は今後受けるつもりはなかったが今回気が変わってOKしたのは一体なぜか？という問題が出された。ヒントは他局だったら受けていないという。正解は、過去に日本テレビ以外の在京キー局は取材に来ていて、今回の取材を受ければコンプリートするため。正解した櫻井が上海焼きそばを食べ、食べたことがない麺だとコメントした。,,萬来亭
神奈川県横浜市中区山下町126,続いての町中華デスマッチは、モッチモチの食感 本場の上海焼きそば。横浜・中区の萬来亭の人気の理由は特製極太麺。製麺は店主自ら行うこだわりの極太ストレート麺。自家製鶏ガラスープに紹興酒などで味付けた上海焼きそばをかけたクイズ。店主の魏賢民さんは、テレビ取材はNGだが今回OKしたのは一体何故か？という問題。,,萬来亭
東京都新宿区神楽坂3-5,続いてはカレーライス。東京・神楽坂の龍公亭は倉本聰も通うという名店。中華丼の具材を使い、味の要は中華だしのマオタンスープ。カレーライスは1370円。店の若女将の飯田花さんに驚いたことを聞いたら「体中に数え切れないほど？をつけたおじさんと遭遇」したというが？を当てるクイズ。ヒントは普通体に絶対つけないという。正解は数え切れないほどのセミで大野が正解。正解した大野は龍公亭のカレーライスを食べた。,,龍公亭
神奈川県横浜市中区麦田町2-44,まずは10日間かけて作る竹ノ子蕎麦。横浜・中区の奇珍樓は創業103年の知る人ぞ知る町中華の名店。竹ノ子ソバの主役は乾燥メンマ。3ミリの乾燥メンマを1週間かけて戻し、カットして3日間水で戻す。醤油ベースで味付けをする。「店主の黄さんの一番の悩みは何でしょう？」という問題が出題された。ヒントはこだわっているからこその悩み。毎日メンマの水の取り替えなどがあるため、家族旅行に30年間行ったことがないが正解。正解した岩本は奇珍樓の竹ノ子ソバを食べ、めちゃめちゃ美味しいとコメントした。岩本は食事制限をしたことがあるかと聞かれ、したことがないといい、トレーニングで調整しているという。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Fkanagawa%2FA1401%2FA140105%2F14000107%2F,奇珍樓
,短距離界のスーパースター・桐生祥秀に二宮が陸上競技で対決する。小学生時代はサッカー部に所属し市の選抜にも選ばれ、中学3年で陸上を始め全国大会に出場。2016年にリオ五輪で銀メダルを獲得し史上初の快挙に日本中は熱狂した。当時を振り返り桐生選手は「寝ずにみんなハイのまま取材を受け、みんなでマクドナルドを食った」などとコメント。2017年に日本学生陸上競技対校選手権大会に出場し10秒の壁を突破した。桐生選手は本番前について「50mを一回本気で走る。アップでは動きだけを確認して本番に臨む」などと明かした。,,マクドナルド
味芳斎,全国丼グランプリ金賞の麻婆丼を紹介。味芳斎では豆板醤、しょうが、豚ひき肉などを炒め豆腐は崩して味を染み込ませていく。最後にとろみをつければ「麻婆丼」が完成。問題「中国の浙江工商大学の学食ではあるものを見せると金額を割引していた一体何？」が出題し正解は「歩数計」。正解した小栗旬が麻婆丼を試食した。,,味芳斎
東京都新宿区神楽坂5-30,問題「小林ゴールドエッグがある卵を開発して経営がV字回復どんな卵？」が出題し正解は「お菓子専用の卵」。正解した松本がガパオを試食した。,,アジアンタワン168
東京都新宿区神楽坂5-30,タイ政府が認めたガパオライスを紹介。アジアンタワン168ではタイ政府が認めたタイ・セレクトに輝く店でコックもスタッフも全員タイから呼んでいるという。プリッキーヌ、鶏もも肉、オイスターソースなどを混ぜ、目玉焼きをトッピングすれば「ガパオ」が完成。問題「小林ゴールドエッグがある卵を開発して経営がV字回復どんな卵？」が出題した。,,アジアンタワン168
東京都品川区東五反田1-25-19,中華の達人が作った火鍋肉団子を紹介。ファイヤーホール4000のオーナーが開発した一番人気のメニューが激辛火鍋肉団子。豚ガラの出汁に背脂、ネギ、タイタンスープなどを加える。肉団子は加藤ポークを使用し激辛唐辛子満点星、キクラゲなどの野菜を加えひと煮立ちすれば「激辛！！火鍋肉団子定食」が完成。問題「歌詞の中でだんご3兄弟はあることが原因でケンカに一体何？」が出題し正解は「焦げ目」。正解した櫻井が「激辛！！火鍋肉団子定食」を試食した。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1316%2FA131603%2F13206629%2F,ファイヤーホール4000
東京都新宿区百人町2-1-1 K-PLAZA 1F,小栗旬の大好物ブデチゲを紹介。新大久保ブデチゲでは具材にキャベツ、肉団子など14種類が入りスープは牛骨を2日間煮込んでいる。特製ダレは韓国産のコチュジャンなど11種類を使った合わせダレとなっており辛味の中にうま味が凝縮されている。問題「韓国では新成人に恋人から3つのものを贈る文化があるバラ、キス3つ目は？」が出題され正解は「香水」。正解した相葉が元祖ブデチゲを試食した。,,新大久保ブデチゲ
東京都千代田区内神田3-7-8,「東京カオマンガイ」の「カオマンガイ」をかけて、「日本では定番だがタイでは相応しくない贈り物は？」という問題が出題され、「バスタオル」と答えたフワちゃんが正解した。タイでは、タオルやハンカチは涙をぬぐうもので、悲しいことが起きてほしいという意味があるため贈り物にしないという。正解したフワちゃんは「カオマンガイ」を食べ、「すべての食べ物の元祖みたいな味」と例えた。指原莉乃は、フワちゃんについて「調子は悪かったけど、食べられてよかったね」と辛辣なコメントをぶつけた。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1310%2FA131002%2F13058579%2F,東京カオマンガイ
東京都千代田区内神田3-7-8,東京・神田にある「東京カオマンガイ」を紹介。「カオマンガイ」をかけて「日本では定番だがタイでは相応しくない贈り物は？」という問題が出題された。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1310%2FA131002%2F13058579%2F,東京カオマンガイ
東京都渋谷区恵比寿南2-1-1,渋谷区の「チャメ 恵比寿店」を紹介。肉のエキスが効いたダシと白濁ダシをあわせ、秘伝のみそで仕上げた「チャメスペシャルスンドゥブ」をかけて豆腐なぞなぞが出題された。「その日の晩ご飯を聞いたら豆腐と答えるのはどこの人？」というなぞなぞに、「京都府」と答えて正解した松本は、「チャメスペシャルスンドゥブ」に舌鼓を打った。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1303%2FA130302%2F13025342%2F,チャメ 恵比寿店
東京都新宿区百人町2-3-20 英泰 2F,韓国で若い女性に大人気のマイマイチキンが新宿区・新大久保の韓国料理店とコラボし、昨年に日本初上陸した「ヨプの王豚塩焼×マイマイチキン」を紹介。味の決め手は秘伝のパウダー。チーズパウダーとチェダーチーズをかけた「ゴールドチーズチキン」をかけて、「韓国でクルクルと鳴く動物は？」というクイズが出題され、二宮が「ブタ」と答えて正解した。二宮は「パンチの聞いた唐揚げの最上位版」とコメントした。,,ヨプの王豚塩焼×マイマイチキン
東京都品川区西五反田5-26-10,東京・五反田にある「ベント エ マーレ」を紹介。ミシュランガイド7年連続掲載の名店で、手ごね生地にこだわっている。今回は、薪窯で焼き上げた「クアトロフォルマッジ」をかけて、「ナポリでピッツァを食べる時にしないことは何？」という問題が出題され、相葉が「人とシェアしない」と答えて正解した。「クアトロフォルマッジ」を食べた相葉は、「いろんなチーズの味がする」などとコメント。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1317%2FA131710%2F13114520%2F,ベント エ マーレ
東京都大田区西六郷2-1-3,大田区雑色にあるラーメン店「宍道湖しじみ中華蕎麦 琥珀」を紹介。TRYラーメン大賞で新人大賞を受賞するなど、ラーメン業界で話題の店で、宍道湖産シジミと鶏ガラだしの「宍道湖しじみ中華蕎麦」を提供している。これをかけて、「古墳で見つかった琥珀は何に使われていた？」というクイズが出題され、指原莉乃が「まくら」と答えて正解した。「宍道湖しじみ中華蕎麦」を食べた指原は「最近食べたラーメンで一番おいしい」と絶賛したが、直近でラーメンを食べたのは半年ほど前だという。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1315%2FA131503%2F13234195%2F,宍道湖しじみ中華蕎麦 琥珀
福島県耶麻郡猪苗代町三ツ和字三城潟34-2,今回相葉たちは福島に来た。バイク歴20年の小峠とツーリングとなるが今回でツーリング企画が最終回とのこと。ツーリングがスタートしまず相葉たちはドライブイン湖柳を訪れチャーシューメンを食べた。次に「American Bike Custom HERO’S CAFE」を訪れた。ここで小峠が曲を披露した。続いて湧き水で作ったコーヒーを飲もうと近くの湧き水スポットの磐椅神社を訪れた。作った結果微妙なコーヒーとなった。,,ドライブイン 湖柳
,東京・町田のC’est Moi！はフリッツァという揚げピザの専門店。ここでクイズ。アメリカのピザ屋が考案した斬新な宅配ピザは？正解は入れ物の箱もピザ。松本潤が正解し、フリッツァマルゲリータを食べた。,,ヴィニーズ・ピッツェリア
東京都町田市成瀬7-1-3,東京・町田のC’est Moi！はフリッツァという揚げピザの専門店。ここでクイズ。アメリカのピザ屋が考案した斬新な宅配ピザは？正解は入れ物の箱もピザ。松本潤が正解し、フリッツァマルゲリータを食べた。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1327%2FA132701%2F13097668%2F,C’est Moi！
東京都渋谷区東1-31-19,アメリカ発の絶品サンドイッチ・アップルチークスを紹介。BUY ME STANDのオーナーがアメリカで20ドルでレシピを買ってきて、渋谷で行列ができる有名店になったという。ここで渋谷クイズ。安全に使ってもらえる最新機能のトイレ、どんな機能？正解は透けているトイレ。岡田健史が正解し、アップルチークスを食べた。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1303%2FA130301%2F13189783%2F,BUY ME STAND
東京都渋谷区神宮前1-14-30 WITH HARAJUKU,ローマの伝統的菓子パン・マリトッツォが食べられるのは、イータリー原宿。ここで原宿クイズ。2文字略語「じお」とは何の略？正解は時代遅れ。相葉が正解し、マリトッツォティラミスを食べた。,,イータリー原宿
東京都墨田区向島1-2-12,東京・向島のむうやは今年6月にオープンし、全国からパン好きが殺到。人気メニューは鉄板餡フレンチトースト。ここで江戸っ子クイズ。これは何を表している？正解はだいこん。堤真一が正解し、鉄板餡フレンチトーストを食べた。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1311%2FA131102%2F13245721%2F,むうや
東京都品川区南大井6-11-10,クイズ「大森貝塚から出土した縄文土器にはあるものがついていたそれは何？」が出題。正解は「指紋」。正解者の玉木が紀州南高梅ぜんかいを試食することに。,,Tokyo Shave Ice ネコゴオリ
東京都品川区南大井6-11-10,大人気！梅かき氷の紹介。東京大森にあるネコゴオリでは紀州南高梅を堪能できるかき氷。梅貴妃の果肉を自家製シロップで煮込みミキサーにかければ梅シロップが完成。クイズ「大森貝塚から出土した縄文土器にはあるものがついていたそれは何？」が出題された。,,Tokyo Shave Ice ネコゴオリ
東京都中央区銀座3-13-17,絶品ミックスビーフシチューを紹介。東京東銀座にあるelbeは歌舞伎俳優御用達の名店。国産牛バラ肉を軽く焼き香味野菜、トマトピューレとともに煮込み、牛タンも投入する。煮汁には日本酒を入れデミグラスソースができミックスが完成。クイズ「1924年銀座松坂屋は当時日本で画期的だったあることを始めた、それは一体何？」が出題され正解は「土足OK」。正解者の相葉が試食することに。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1301%2FA130101%2F13007617%2F,elbe
東京都品川区南品川6-8-26,ハラミ専門店ハラミ串を紹介。東京大井町にある極上ハラミ専門店ほんまの店長はハラミ一筋25年だという。国産和牛のハラミを串に刺しアンデスの岩塩をふりレア状態で焼き上げれば極上ハラミ串が完成。クイズ「焼き鳥に使われるこの串何と呼ぶ？」が出題され正解は「銃」。正解者の二宮が試食することに。,,極上ハラミ専門店 ほんま
東京都大田区大森北1-7-1,極上！鯖の塩焼きを紹介。東京大森にある鯖の塩焼き専門店鯖なのに。は鯖の塩焼き専門店。45年間つぎ足しの特製漬け汁で極上の鯖を備長炭で両面をじっくりと炙り「鯖の塩焼き定食」が完成。クイズ「このお店の悩みとは一体何でしょう？」が出題され正解は「物件を借りてお店のオープンが決まりトイレがないことにあとで気づいた」。正解者の櫻井が鯖の塩焼き定食を試食することに。,,鯖の塩焼き専門店 鯖なのに。
東京都中央区八重洲2-1 地下街南一番街,名古屋名物味噌煮込みうどんを紹介。八重洲地下街の玉丁本店は味噌煮込みうどん専門店。かつお節、ムロアジ節をブレンドし八丁味噌、赤味噌、白味噌を調合している。長ネギ、油揚げ、鶏もも肉を入れ生麺をそのまま投入すれば味噌煮込みうどんが完成。クイズ「名古屋の名物人形ナナちゃんこれまでの中で一番話題となった機能は何？」が出題された。正解は「名鉄百貨店の営業時間中10分に1回通行人に吹きかけていた」。正解者の川口が味噌煮込みうどんを試食することに。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1302%2FA130201%2F13015841%2F,玉丁本店
沖縄県宮古島市平良下里108-11,ツーリング再開。この日の気温は25.5℃で相葉はツーリング史上一番気持ち良いと述べる。宮古島市には年間約113万人の観光客が訪れており2015年に「伊良部大橋」が完成しさらに人気が高まった。橋を渡り伊良部島へとやって来た。ここでは船に乗り込み「青の洞窟」で絶景を見ると説明するが船に乗れないや海と相性が悪いなど述べる。説得して船に乗り込み向かう。,,eco guide cafe
千葉県山武市蓮沼ロ2208-3,相葉雅紀がオフロードバイクに乗ってモトクロスに挑戦した。そして、今回のゴールである山武市の「さかな屋の食事処 うおたみ」に訪れた。「かつおの刺身とアジフライ定食」を実食した。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Fchiba%2FA1205%2FA120502%2F12025655%2F,うおたみ
東京都港区赤坂2-7-5,親子丼に関してクイズが出題。,,きすけ
東京都新宿区高田馬場2-13-9 鈴木ビル1階,とんかつに関してクイズが出題。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1305%2FA130503%2F13204289%2F,とんかつ ひなた
東京都中央区銀座8-2-8 高坂ビル1F,卵かけごはんに関してクイズが出題。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1301%2FA130101%2F13136359%2F,銀座 しまだ
東京都渋谷区神宮前6-7-16 エムエスビル,進化系たらこスパゲティに関してクイズが出題。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1306%2FA130601%2F13249333%2F,東京たらこスパゲティ原宿表参道店
東京都調布市若葉町2-25-20,しょうゆラーメンに関してクイズが出題。,,中華そば しば田
東京都港区南青山7-3-6,「サンダル・Tシャツなどラフな格好で入店できないがかつて1人だけ入店した人がいる一体誰？」というクイズが出題。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1306%2FA130602%2F13003490%2F,ANTONIO’S
東京都港区南青山7-3-6,「サンダル・Tシャツなどラフな格好で入店できないがかつて1人だけ入店した人がいる一体誰？」というクイズが出題。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1306%2FA130602%2F13003490%2F,ANTONIO’S
東京都渋谷区恵比寿南3-4-17,「斬新すぎる夏休みの自由研究そのテーマは「？？？時の家族の反応」一体何？」というクイズが出題。,,コルシカ
東京都世田谷区祖師谷3-4-9,「今年3月イタリア北部の町の約20軒のお宅の台所で起きた珍事件とは？」というクイズが出題。,,ZUPPERIA OSTERIA PITIGLIANO
東京都目黒区原町1-3-15,「ベネチア観光のPRにもつながった荷物受取レーンのデザインとは？」というクイズが出題。,,fujimi do 243
東京都渋谷区恵比寿1-24-10 アリエス恵比寿ビル,「イタリアの世界遺産『コロッセオ』は外壁が半分ありません一体なぜでしょう？」というクイズが出題。,,IL BALLOND’ORO
東京都練馬区石神井町2-13-5,「ある条件を満たすと無料でお寿司が食べ放題その条件とは一体何？」というクイズが出題。,https://kakaku.com/jump/?url=https%3A%2F%2Ftabelog%2Ecom%2Ftokyo%2FA1321%2FA132103%2F13149962%2F,ピッツェリア ジターリア ダ フィリッポ
東京都千代田区大手町1-9-1 星のや東京,大手町星のや東京の一角にある「港屋2」の肉そばが紹介された。最大のこだわりは麺のコシで、今日のそばの状態を見極めて茹で加減を微調整する。そばの上には醤油ダレで煮込んだ豚肉、ネギ、ごま、刻み海苔を盛り付ける。「明治時代初めて汽車に乗る人たちの『あるある』とは？」というクイズが出された。,,港屋2
